Airline ID,Flight Number,Departure Date,Arrival Date,Departure Time,Arrival Time,Booking Code,Passenger Name,Seat Number,Class,Fare,Extras,Loyalty Points,Status,Gate,Terminal,Baggage Claim,Duration (hours),Layovers,Layover Locations,Aircraft Type,Pilot,Cabin Crew,Inflight Entertainment,Meal Option,WiFi Availability,Window Seat,Aisle Seat,Emergency Exit Row,Number of Stops,Reward Program Member,Airline Name,flag_status
1,2305,2023-09-25 02:29:06,2023-10-09 00:17:10,02:35:26,01:03:37,Bodv,Skalz,Abq,Economy,509.25,Extra Baggage,0,Pending,Fe,A,Lai,10.64,1,Uls,Vsb,Gzxz,Ydwj,No,No Meal,Not Available,True,False,False,1,Yes,American Airline,0
17,6283,2023-12-04 20:34:29,2023-05-25 17:02:04,10:25:10,07:27:29,Byrg,Xtbao,Nti,Economy,658.35,Extra Baggage,0,Pending,Hh,D,Vgz,6.02,2,Xxt,Rfi,Gyne,Xohp,Yes,Non-Vegetarian,Available,True,False,False,2,Yes,Qantas,6
5,5548,2023-03-15 03:06:03,2023-03-08 14:00:24,23:37:45,20:00:18,Bjaz,Mvmmq,Twl,Business,496.37,No Extras,0,Cancelled,Tr,B,Ulb,3.36,2,Kfq,Vbz,Zbtw,Lqeb,Yes,No Meal,Not Available,True,True,False,0,No,Jetblue Airways,7
2,5192,2023-01-15 15:59:33,2023-02-12 22:45:18,06:48:47,20:47:33,Bdzk,Floxc,Eyu,Economy,419.56,No Extras,0,Confirmed,Dc,B,Eum,3.26,2,Njj,Egw,Yulw,Gzom,Yes,Vegan,Not Available,False,False,True,1,Yes,Delta Air Lines,4
9,7452,2023-09-04 23:19:47,2023-12-24 05:24:28,22:40:22,15:22:33,Boow,Vfucl,Ffq,Economy,401.11,Meal,0,Pending,Bp,D,Ayp,2.52,0,Kab,Alw,Zxrp,Mrxr,No,Vegan,Available,True,False,True,1,Yes,Hawaiian Airlines,4
4,9453,2023-07-20 08:22:08,2023-12-29 12:33:57,11:28:33,06:11:24,Bcst,Kfkqd,Osr,Business,141.07,Meal,2076,Confirmed,Ez,B,Roh,7.09,0,Ksh,Heo,Hsvg,Fzpi,Yes,Vegetarian,Not Available,False,False,False,0,No,Southwest Airlines,4
17,3340,2023-05-29 14:07:52,2023-04-28 02:21:01,06:02:57,14:22:35,Bxnc,Kmxpf,Wtl,Economy,438.64,Extra Baggage,2733,Cancelled,Gz,C,Tiq,3.24,1,Kih,Yhl,Pspw,Psvl,No,Vegan,Available,True,True,True,2,Yes,Qantas,3
17,2793,2023-04-01 08:31:13,2023-10-04 17:57:25,17:19:42,03:14:51,Bhji,Tfqcg,Isg,First,288.98,No Extras,0,Cancelled,Cf,D,Req,6.13,2,Nob,Oep,Odhu,Nwzw,Yes,Vegetarian,Available,True,True,False,2,Yes,Qantas,5
18,7394,2023-06-30 20:13:44,2023-12-23 04:35:27,11:44:22,00:26:05,Bxox,Alrmc,Oeb,Business,326.83,Meal,0,Pending,Vt,B,Vpe,11.7,1,Peo,Phi,Hdzc,Ntxm,Yes,No Meal,Available,False,True,False,1,No,Emirates,0
16,1324,2023-01-26 21:51:19,2023-01-26 12:20:56,23:53:22,11:37:58,Bidl,Tfnni,Qkz,First,53.13,Meal,0,Confirmed,Ne,A,Tly,2.47,1,Gvj,Iai,Qpbc,Ofqd,Yes,Vegan,Not Available,False,False,True,2,No,Klm Royal Dutch Airlines,2
8,8848,2023-01-28 02:16:00,2023-11-28 16:09:23,10:08:19,22:36:26,Bsxa,Madmt,Jus,Economy,84.3,Extra Baggage,0,Cancelled,Vb,A,Bez,4.68,1,Tbg,Woo,Bcjv,Reri,No,No Meal,Not Available,False,True,False,1,Yes,Frontier Airlines,0
11,9114,2023-11-02 01:17:46,2023-05-13 16:35:59,04:16:30,17:12:45,Bnja,Fanya,Ogi,First,320.55,Meal,3586,Pending,Oc,C,Lip,9.52,2,Gbp,Rqv,Jtat,Tznh,No,No Meal,Not Available,False,False,False,1,Yes,Skywest Airlines,6
18,7644,2023-11-09 18:14:14,2023-10-02 12:40:52,12:39:41,14:01:07,Bdjc,Jqsqt,Div,Business,231.59,No Extras,0,Pending,Fv,B,Xqp,5.35,2,Pcw,Uup,Rgxp,Rpxx,Yes,Vegan,Not Available,True,False,False,2,No,Emirates,6
10,5782,2023-03-01 18:06:17,2023-12-25 12:30:44,16:04:13,17:55:56,Bzpr,Giltv,Azg,Economy,580.09,Meal,0,Cancelled,Ub,C,Hwt,7.21,0,Gnq,Yao,Xsot,Srey,Yes,Vegan,Available,True,False,True,1,No,Allegiant Air,4
13,4137,2023-04-08 22:28:34,2023-02-16 02:07:57,04:58:41,01:08:39,Bylu,Mbwlx,Pcb,Business,537.22,Meal,0,Confirmed,Ze,B,Jzo,1.37,1,Zhp,Gbh,Kvsl,Xvap,Yes,Vegan,Available,False,False,True,1,Yes,British Airways,2
17,4898,2023-06-08 00:29:35,2023-01-02 06:23:39,11:21:00,13:17:46,Bsix,Sqbbf,Ayd,Business,861.42,Extra Baggage,0,Pending,Dl,A,Tml,2.12,1,Rui,Yum,Ehxa,Nnmw,No,Non-Vegetarian,Available,True,False,False,1,No,Qantas,2
18,1835,2023-01-01 00:10:17,2023-07-01 15:38:55,09:09:05,23:12:54,Btze,Gelkj,Tsa,Business,108.29,Meal,3521,Cancelled,Tu,C,Mxy,6.99,0,Nah,Aui,Yyqv,Qznn,Yes,Vegan,Available,True,False,False,0,No,Emirates,4
10,5154,2023-03-28 05:43:40,2023-05-17 05:41:24,05:12:40,18:16:17,Behg,Quhjl,Doj,First,702.94,Meal,0,Cancelled,Oa,A,Ypk,1.71,1,Mgd,Kxh,Zilr,Oxek,No,Vegetarian,Available,True,True,True,1,No,Allegiant Air,1
16,3778,2023-07-18 15:59:05,2023-02-15 18:12:39,11:15:06,01:12:12,Bsvv,Bhfam,Axv,Economy,913.83,Meal,0,Cancelled,Vy,C,Tkc,10.53,1,Qyi,Gqy,Rsmi,Nfvw,No,Vegetarian,Available,False,False,True,2,Yes,Klm Royal Dutch Airlines,2
5,7409,2023-07-27 13:16:45,2023-01-17 05:22:50,15:33:03,09:57:17,Broa,Njikp,Mlr,Economy,638.07,Extra Baggage,0,Confirmed,Ok,D,Jbi,10.29,0,Pla,Qme,Effc,Uszj,No,Vegan,Not Available,False,True,False,2,No,Jetblue Airways,6
13,5313,2023-01-20 12:18:05,2023-12-18 23:33:20,00:54:03,11:27:33,Bgse,Hound,Bmo,First,857.57,Extra Baggage,0,Confirmed,Oq,C,Pwv,1.02,1,Xxg,Bde,Vfhp,Kxhf,No,Vegan,Available,True,True,False,2,No,British Airways,1
18,6646,2023-09-08 09:12:45,2023-02-18 21:41:29,01:01:06,13:27:55,Bhee,Lqrue,Gsb,First,595.1,Extra Baggage,0,Pending,Dl,B,Nzx,1.71,0,Ygu,Xrc,Bksv,Aoqz,No,No Meal,Not Available,True,False,True,1,Yes,Emirates,6
17,8608,2023-01-07 10:51:52,2023-09-24 11:18:02,23:00:57,03:43:18,Bekg,Huecw,Anb,First,788.7,Extra Baggage,0,Cancelled,Pq,D,Bje,9.62,1,Krq,Pbk,Zeay,Iztr,Yes,No Meal,Available,True,False,True,0,No,Qantas,0
9,4721,2023-07-13 10:16:20,2023-10-08 11:26:38,05:23:31,10:17:53,Bbqk,Vpubd,Roe,First,113.55,Extra Baggage,0,Cancelled,Rw,B,Bam,8.68,2,Dlr,Zha,Dvyd,Jrvx,No,Non-Vegetarian,Not Available,True,False,True,2,No,Hawaiian Airlines,4
14,8911,2023-01-24 10:01:46,2023-08-14 17:35:53,23:19:00,07:02:43,Bteg,Clwis,Tnu,Business,207.92,No Extras,0,Confirmed,Jo,D,Oyp,1.95,0,Tmd,Iim,Kjec,Ioqj,Yes,Vegetarian,Not Available,False,True,True,1,Yes,Lufthansa,4
17,2671,2023-06-11 12:41:11,2023-04-06 19:42:50,16:42:06,14:30:25,Baik,Wmnie,Vxk,First,135.37,Meal,0,Cancelled,My,B,Iuf,3.28,2,Btw,Yhb,Jqez,Hofw,Yes,Non-Vegetarian,Not Available,True,False,True,2,No,Qantas,6
4,1916,2023-05-01 10:35:55,2023-09-07 05:39:46,06:33:06,14:47:02,Bljt,Hxwau,Vmk,Business,916.12,Extra Baggage,0,Cancelled,Fi,A,Brh,3.97,0,Eyc,Tps,Tedj,Icxl,Yes,No Meal,Available,False,True,False,0,No,Southwest Airlines,4
18,6588,2023-01-20 09:17:22,2023-12-04 04:01:34,22:16:08,05:11:00,Bvka,Pmjip,Yuv,Business,590.64,Meal,0,Confirmed,Te,C,Gml,7.24,1,Bzi,Cxw,Ktny,Tfgr,No,Vegan,Not Available,False,False,False,2,No,Emirates,0
15,7496,2023-06-29 06:38:30,2023-10-20 03:43:51,18:45:10,17:20:02,Byte,Ilvxd,Ddu,Economy,374.77,Meal,0,Cancelled,Ud,A,Uwl,4.45,1,Wro,Ybo,Wkxn,Wngm,Yes,Vegan,Available,True,False,False,2,No,Air France,0
11,2836,2023-09-16 17:05:49,2023-05-25 06:33:50,16:21:02,03:32:25,Boxv,Irpbn,Ljq,Economy,555.65,Meal,0,Cancelled,Ge,A,Ehf,3.41,1,Hlf,Dce,Ugbj,Navi,Yes,Vegan,Available,False,True,True,2,No,Skywest Airlines,2
12,3138,2023-11-19 10:12:54,2023-05-03 06:00:42,00:20:58,16:33:24,Bjln,Wdkdb,Btw,Business,58.7,Extra Baggage,0,Cancelled,Od,B,Vew,4.3,1,Hte,Okk,Nefg,Ifgx,Yes,Vegetarian,Not Available,True,False,True,2,No,Air Canada,2
9,5007,2023-06-04 03:48:47,2023-08-20 23:51:36,05:24:54,02:47:03,Bsjx,Oyril,Kbb,First,708.35,Extra Baggage,0,Cancelled,Np,D,Jfm,11.69,1,Hoq,Hyw,Widq,Parm,No,No Meal,Available,False,True,False,0,Yes,Hawaiian Airlines,0
13,2905,2023-07-01 06:47:02,2023-11-13 02:32:33,11:43:22,22:09:12,Bvlr,Uegle,Tmt,First,299.71,Extra Baggage,0,Pending,Bs,B,Bhy,5.19,1,Wnk,Nuo,Jbat,Bpww,No,Vegan,Available,False,True,False,2,Yes,British Airways,0
15,4989,2023-07-31 09:55:25,2023-01-02 00:54:03,03:45:28,06:56:01,Busd,Vscos,Yym,Business,284.19,Meal,0,Pending,Np,B,Htq,8.9,1,Zfj,Bbu,Mzwu,Iqls,No,Non-Vegetarian,Not Available,True,True,False,2,No,Air France,3
15,4485,2023-04-23 01:59:07,2023-12-06 18:07:47,23:31:13,15:47:14,Bysu,Qctof,Uqx,First,281.77,No Extras,0,Cancelled,Fc,B,Byk,5.69,0,Drw,Hgz,Nwly,Hjuz,Yes,Vegetarian,Not Available,False,False,True,0,No,Air France,4
5,5797,2023-12-24 21:50:56,2023-01-31 22:36:13,22:22:24,13:47:59,Bnhy,Kndch,Ovn,First,344.56,Meal,0,Pending,Ut,B,Yjl,1.99,0,Zfh,Ahv,Vfeb,Trek,Yes,Non-Vegetarian,Not Available,True,False,True,0,Yes,Jetblue Airways,6
19,3732,2023-05-25 19:57:14,2023-01-22 10:01:27,21:30:00,09:29:39,Bwdy,Ucddn,Uap,Economy,680.8,Extra Baggage,0,Confirmed,Mz,D,Xas,2.32,1,Jqd,Vxz,Jphp,Dijm,No,Vegetarian,Not Available,False,True,False,0,Yes,Singapore Airlines,2
14,8714,2023-10-15 17:12:04,2023-08-23 12:16:47,19:00:07,16:51:34,Bplr,Lcyth,Pvk,First,641.51,Meal,0,Pending,Bf,C,Uzk,5.92,2,Tsy,Bvq,Kdtr,Fadu,No,Non-Vegetarian,Available,False,True,True,1,No,Lufthansa,6
17,2321,2023-11-22 16:07:23,2023-02-10 10:06:44,16:49:49,15:03:57,Blrd,Ywsna,Zus,Business,614.94,Extra Baggage,0,Pending,Ru,A,Yxh,10.04,2,Ufl,Dve,Fspx,Uoek,Yes,Vegetarian,Available,True,True,True,0,No,Qantas,7
18,4354,2023-10-22 21:16:26,2023-11-17 10:06:56,08:43:52,05:43:01,Bprs,Ytnsg,Pgo,Economy,338.47,Extra Baggage,484,Pending,Mb,A,Sfj,3.93,1,Knr,Zhe,Tlnj,Vylh,Yes,No Meal,Not Available,True,False,True,2,Yes,Emirates,0
3,8101,2023-02-21 13:40:16,2023-07-28 10:00:15,04:13:22,17:30:52,Bpuc,Mzywi,Tjr,First,761.9,Extra Baggage,2372,Pending,Yd,D,Eov,6.94,1,Fpf,Oqf,Aiwe,Xxsu,No,No Meal,Not Available,True,False,True,1,Yes,United Airlines,0
2,5743,2023-03-13 17:37:48,2023-11-11 21:42:29,21:50:37,22:51:49,Bqcm,Wpphh,Qrg,First,983.54,Extra Baggage,0,Cancelled,Sp,A,Rvc,8.15,2,Fjh,Dly,Bubi,Rhel,Yes,Non-Vegetarian,Available,False,True,False,0,Yes,Delta Air Lines,4
1,9951,2023-09-16 09:20:28,2023-07-28 00:30:37,04:30:38,20:49:13,Bfsi,Xrbbw,Ina,First,646.9,Extra Baggage,250,Confirmed,Nj,D,Ars,11.27,2,Jts,Mcr,Tbxc,Agsp,No,Vegetarian,Available,False,False,False,1,No,American Airline,6
10,8014,2023-08-17 21:06:31,2023-08-29 13:49:44,03:06:19,05:33:42,Bskc,Xjqhh,Qak,Economy,557.71,Meal,0,Confirmed,Cg,D,Pqt,6.11,1,Xog,Tyr,Zkia,Wbwm,No,No Meal,Not Available,False,False,False,1,Yes,Allegiant Air,0
19,4412,2023-07-14 08:01:58,2023-10-07 14:17:28,08:33:13,19:15:28,Bopc,Ecatg,Rmx,Economy,215.57,Meal,0,Cancelled,Gc,C,Zdj,4.68,2,Eju,Ejz,Movl,Hkjx,Yes,Vegetarian,Available,False,False,True,2,Yes,Singapore Airlines,4
17,8825,2023-12-24 03:34:40,2023-03-14 10:17:46,02:13:24,17:27:35,Begu,Gmufm,Mrt,First,124.99,No Extras,0,Pending,Fs,C,Czy,7.63,1,Ysd,Cnz,Fqvm,Chcy,No,Vegan,Available,True,True,True,0,No,Qantas,3
12,2357,2023-03-08 18:53:22,2023-02-14 07:28:32,05:51:56,04:47:04,Biva,Ywbbb,Zrf,Economy,264.43,Extra Baggage,3374,Pending,Of,C,Rxv,4.26,2,Kss,Guv,Dexx,Fvgc,Yes,Vegan,Available,False,False,True,2,Yes,Air Canada,6
1,4481,2023-12-02 08:10:06,2023-12-14 15:56:35,23:54:07,00:03:54,Bysx,Oorez,Mfh,Business,511.98,Meal,0,Cancelled,Fu,B,Glw,5.16,1,Brz,Osl,Gfre,Ewut,No,Non-Vegetarian,Not Available,True,True,True,2,Yes,American Airline,1
12,2766,2023-09-15 01:39:53,2023-09-30 08:41:52,08:50:56,13:41:05,Bnoc,Nehuk,Ral,First,321.33,Extra Baggage,0,Confirmed,Ww,C,Flc,5.42,2,Vof,Lns,Flbi,Skqw,Yes,Vegetarian,Not Available,False,False,False,0,Yes,Air Canada,4
17,9219,2023-12-29 17:40:47,2023-09-23 03:46:58,21:45:51,22:27:33,Bxdq,Hfzdz,Aln,Business,985.37,Extra Baggage,0,Confirmed,In,B,Hpy,5.65,0,Gvo,Ego,Ueoi,Gqmf,Yes,Vegan,Available,False,False,False,0,Yes,Qantas,6
3,8163,2023-06-29 19:42:10,2023-10-20 19:56:17,00:41:28,00:52:18,Bnvg,Tcylk,Elu,Economy,636.46,Extra Baggage,0,Cancelled,Sc,D,Rzt,2.49,0,Tfh,Hvn,Mfvb,Rpyj,Yes,Non-Vegetarian,Not Available,True,True,True,1,No,United Airlines,5
11,3470,2023-01-10 00:50:38,2023-06-06 12:07:09,23:10:32,22:58:48,Bhpv,Ehkkt,Bfp,Business,370.38,No Extras,0,Pending,Ox,D,Hww,2.17,0,Wvu,Egr,Yqlm,Iukj,Yes,Vegan,Not Available,False,False,False,1,Yes,Skywest Airlines,4
17,1159,2023-05-18 19:16:54,2023-12-16 03:33:59,19:45:52,01:25:59,Bpnq,Ckffv,Bwc,First,750.39,Extra Baggage,0,Pending,Sl,B,Flg,5.54,0,Dha,Utm,Ymod,Ayzw,No,Non-Vegetarian,Not Available,True,True,False,0,No,Qantas,5
3,3892,2023-08-02 04:54:43,2023-08-07 04:14:16,09:06:31,15:50:52,Beic,Rvees,Ork,First,259.27,Meal,0,Pending,Lu,C,Sqg,1.87,1,Ohu,Hzs,Aurv,Cqwb,No,Vegetarian,Not Available,True,True,False,2,No,United Airlines,1
8,6326,2023-12-24 03:27:23,2023-12-15 23:43:58,08:37:07,13:46:02,Buve,Ezaaw,Fzq,Economy,914.76,Meal,0,Confirmed,Vb,C,Hwb,6.0,1,Dyc,Cbp,Ryhb,Ystj,Yes,Non-Vegetarian,Available,False,False,False,2,Yes,Frontier Airlines,2
4,5113,2023-02-20 04:58:42,2023-02-19 20:47:50,03:29:51,00:01:06,Btru,Zgipi,Ejk,Economy,512.95,No Extras,0,Cancelled,Qt,C,Ebx,11.4,1,Mti,Jsq,Eihm,Clvh,No,Vegetarian,Available,False,False,True,2,Yes,Southwest Airlines,2
7,8749,2023-05-10 05:33:19,2023-08-01 03:49:45,01:18:46,20:01:22,Bjaq,Lkwlj,Vhc,First,536.47,No Extras,0,Pending,Ua,A,Weo,7.41,0,Jdi,Ecg,Dzmb,Cgua,Yes,Vegan,Not Available,True,False,False,0,No,Spirit Airlines,4
14,8798,2023-09-07 05:10:45,2023-05-12 14:04:44,01:08:53,22:05:21,Bhtq,Izmli,Wqf,Economy,264.65,No Extras,0,Cancelled,Fy,B,Ado,1.12,1,Mps,Cvy,Anxp,Yadj,No,Vegetarian,Not Available,True,False,False,2,No,Lufthansa,2
14,5999,2023-03-23 00:38:03,2023-07-20 20:30:18,15:28:01,14:16:45,Breg,Sdamb,Awo,First,65.93,Meal,0,Cancelled,Zq,B,Ijt,6.39,2,Jbp,Ixd,Tbux,Fsle,No,Vegan,Not Available,True,True,True,0,No,Lufthansa,5
4,2570,2023-12-02 09:02:49,2023-05-26 23:00:53,18:24:40,16:01:24,Bejf,Hyyly,Xvq,Economy,991.68,No Extras,0,Confirmed,Au,B,Hsu,2.21,0,Jgc,Ffp,Ymfo,Taot,Yes,No Meal,Not Available,True,False,False,2,Yes,Southwest Airlines,6
16,4405,2023-07-21 06:24:53,2023-04-06 14:09:12,17:30:44,02:16:27,Bgcj,Mmahe,Hby,Business,763.06,Meal,501,Confirmed,Ih,A,Uzh,6.14,0,Rmr,Crd,Oxzu,Qqia,No,Vegetarian,Available,False,True,False,2,No,Klm Royal Dutch Airlines,6
1,6527,2023-03-13 01:59:16,2023-11-15 01:04:36,23:54:57,06:12:17,Buxf,Svtqs,Opq,Business,796.38,Meal,4334,Confirmed,Ow,D,Aau,11.72,2,Mqc,Kjg,Ppjw,Cbxi,No,Vegan,Available,True,False,True,2,No,American Airline,4
17,6848,2023-09-28 05:34:35,2023-12-09 18:16:36,08:16:53,03:22:49,Bbyb,Blazy,Vue,First,363.8,Extra Baggage,0,Cancelled,Qw,C,Hgz,11.42,1,Qyj,Gdq,Lzbv,Nwvs,Yes,Non-Vegetarian,Not Available,False,False,False,2,No,Qantas,0
10,7817,2023-12-17 09:44:46,2023-09-14 16:09:53,01:39:00,12:48:51,Bfrj,Lslac,Ffk,First,617.28,No Extras,0,Confirmed,Ws,C,Tom,5.66,2,Jaw,Ari,Uzfh,Simc,Yes,Vegan,Available,False,False,True,1,Yes,Allegiant Air,6
16,2627,2023-03-12 12:13:06,2023-03-11 16:25:57,06:26:36,21:10:01,Bgqd,Aaial,Zho,Business,415.21,Extra Baggage,0,Cancelled,Cr,B,Sco,11.15,2,Hia,Qan,Jceo,Ipru,No,Vegetarian,Available,True,False,False,1,Yes,Klm Royal Dutch Airlines,6
16,7143,2023-12-06 04:44:45,2023-08-02 19:54:21,01:43:37,19:24:00,Blhi,Ueooo,Dyh,Economy,64.58,Meal,0,Confirmed,Jt,A,Gnl,1.7,2,Oeq,Hep,Weyu,Ghtm,No,Vegetarian,Available,False,False,True,2,Yes,Klm Royal Dutch Airlines,6
8,9396,2023-03-17 04:39:58,2023-06-01 08:02:19,05:23:53,15:13:05,Bjsi,Qiunr,Adp,Business,808.02,Meal,0,Pending,Fc,D,Bwv,2.69,0,Vjs,Ndc,Ysal,Ftbr,No,Vegan,Available,False,False,True,1,Yes,Frontier Airlines,4
7,7558,2023-11-20 22:16:28,2023-08-27 06:33:31,03:02:14,09:39:38,Bxdp,Pwiot,Xht,First,57.46,No Extras,0,Pending,Kn,C,Bvj,3.11,2,Njq,Hoa,Nafs,Jekc,No,Vegetarian,Not Available,False,False,False,2,No,Spirit Airlines,6
6,6272,2023-02-27 12:03:37,2023-05-22 18:51:23,15:06:17,22:38:56,Bajp,Uoibu,Xsc,First,562.2,Meal,0,Pending,Ni,B,Xqr,1.59,1,Yxb,Ikk,Foxd,Bqgj,Yes,Vegan,Not Available,True,False,True,2,No,Alaska Airlines,0
16,8881,2023-01-25 05:31:48,2023-12-23 09:38:29,20:23:24,09:37:36,Buwu,Kvcji,Ywv,Business,544.88,Extra Baggage,0,Pending,Fh,C,Rer,7.76,0,Rww,Kzc,Hhyi,Bvcn,Yes,No Meal,Available,True,False,True,2,Yes,Klm Royal Dutch Airlines,4
16,9983,2023-03-24 02:15:20,2023-10-28 12:43:49,23:50:09,22:51:28,Beuc,Pjhdu,Ory,First,387.35,Meal,0,Cancelled,Bc,B,Pqw,7.39,0,Szi,Bbh,Njgk,Ubxa,Yes,No Meal,Available,True,False,False,2,No,Klm Royal Dutch Airlines,4
7,4747,2023-08-29 16:36:35,2023-09-02 22:10:43,07:16:38,18:41:38,Bvdj,Hojzl,Qax,Economy,65.76,Extra Baggage,1632,Confirmed,Ed,A,Xgt,7.4,1,Bot,Zds,Aepe,Vadc,No,Vegetarian,Not Available,True,True,False,0,No,Spirit Airlines,1
9,2607,2023-12-09 09:18:50,2023-04-09 22:32:58,18:09:33,23:01:53,Bbtv,Oahvw,Siw,First,647.64,Extra Baggage,0,Cancelled,Aq,C,Yiu,3.89,0,Fdn,Hyj,Cnxo,Vmpd,Yes,Vegan,Available,True,True,True,0,Yes,Hawaiian Airlines,7
14,6074,2023-09-08 18:34:41,2023-12-17 22:15:10,12:19:17,23:05:07,Bfny,Tookv,Pjg,Business,721.7,Meal,3736,Pending,Js,C,Tcg,8.2,1,Tal,Rhg,Qlsf,Vidm,Yes,Non-Vegetarian,Available,True,True,False,0,No,Lufthansa,1
11,8153,2023-09-25 07:11:16,2023-10-10 21:08:06,13:16:27,00:00:02,Bxez,Zpjdj,Pjj,Economy,59.16,Meal,0,Confirmed,Ya,C,Szr,1.53,0,Uev,Zcp,Decz,Rvrj,Yes,No Meal,Not Available,False,False,False,1,No,Skywest Airlines,4
14,7733,2023-09-22 02:48:18,2023-04-08 07:15:26,07:19:23,07:42:45,Bstu,Zrqpt,Qlq,Economy,358.65,No Extras,0,Pending,Lv,B,Igq,3.52,0,Uob,Hzj,Yvxa,Rhkc,Yes,Vegan,Available,True,True,False,1,No,Lufthansa,7
7,1066,2023-12-29 06:16:27,2023-08-15 11:40:47,13:10:59,14:41:19,Boql,Gxsse,Wyr,Economy,558.06,Extra Baggage,1578,Confirmed,Ij,B,Keq,11.44,0,Qbu,Lcu,Pbof,Ovyd,Yes,No Meal,Available,True,False,True,2,No,Spirit Airlines,6
1,9000,2023-07-19 16:28:46,2023-07-01 08:04:08,06:40:19,00:12:43,Bymt,Jzwdg,Glh,Economy,975.43,Extra Baggage,0,Cancelled,Qq,A,Iwq,1.16,0,Jon,Joh,Pdtr,Oayk,Yes,Vegetarian,Not Available,False,True,True,2,No,American Airline,6
13,8645,2023-01-04 05:46:26,2023-09-04 21:03:12,15:15:27,13:28:42,Bxup,Rkavd,Rqo,Business,574.41,No Extras,0,Confirmed,Nr,B,Ain,2.38,1,Vhi,Idi,Lotk,Nbob,No,No Meal,Not Available,False,False,True,0,Yes,British Airways,0
3,5158,2023-02-04 14:21:23,2023-06-28 17:12:34,23:41:15,06:54:01,Boke,Pwaau,Klg,First,836.51,No Extras,0,Confirmed,Zd,C,Fjz,11.67,2,Jfx,Ibo,Ricf,Fwdx,Yes,No Meal,Available,True,False,False,2,Yes,United Airlines,4
4,1402,2023-01-18 17:56:43,2023-12-19 19:50:33,07:06:29,03:02:01,Brxm,Qbcqx,Qob,Business,466.95,Extra Baggage,3558,Cancelled,Xg,C,Hht,9.88,2,Ejv,Omv,Wxmj,Yimq,No,Vegan,Available,False,True,False,2,No,Southwest Airlines,4
11,8925,2023-07-12 23:10:11,2023-01-01 10:51:42,17:41:12,13:51:16,Bkjo,Bbhgs,Enc,First,80.05,Extra Baggage,2659,Pending,Dt,B,Lmb,8.86,2,Tsf,Qac,Uwvh,Ttkx,No,Vegan,Available,False,True,True,0,No,Skywest Airlines,6
2,5166,2023-09-22 18:13:56,2023-05-26 20:31:58,11:25:13,05:20:24,Bglr,Uskku,Uho,Business,358.92,Meal,0,Pending,Wa,D,Dch,11.52,2,Hkr,Qcs,Gxie,Dxpt,Yes,Non-Vegetarian,Not Available,False,True,False,2,Yes,Delta Air Lines,6
14,3925,2023-05-25 17:11:02,2023-03-11 21:19:20,03:04:53,23:25:43,Bfip,Yskmc,Ecr,Economy,462.66,No Extras,0,Pending,Jq,A,Dvy,2.95,2,Lbg,Rso,Ompn,Jlyt,No,Vegan,Available,True,True,True,1,Yes,Lufthansa,7
12,3993,2023-06-26 09:29:07,2023-06-24 17:07:09,19:56:37,07:29:49,Bhzl,Aeccl,Eap,Business,530.78,Extra Baggage,3486,Confirmed,Ig,B,Hca,6.09,0,Mif,Idr,Gqoo,Giic,Yes,Non-Vegetarian,Not Available,False,False,True,2,No,Air Canada,6
17,1771,2023-07-27 19:12:10,2023-11-14 22:27:32,23:42:56,21:49:50,Bswp,Drrxs,Vde,Economy,296.78,Meal,0,Confirmed,Sv,B,Vzg,2.92,2,Cxe,Hbi,Lafn,Bnpb,No,Non-Vegetarian,Not Available,True,True,False,0,No,Qantas,5
12,8371,2023-07-25 06:28:06,2023-01-13 08:14:45,13:19:00,00:41:15,Bdtp,Dbely,Ykn,First,466.47,Meal,0,Pending,Dc,D,Mox,9.16,2,Rnu,Qxb,Hhdn,Jcpo,No,No Meal,Not Available,False,True,True,1,Yes,Air Canada,6
12,6713,2023-05-02 10:51:36,2023-08-30 13:43:03,06:36:32,15:04:39,Bgmw,Ixyyl,Lle,Business,421.19,No Extras,0,Cancelled,Wh,C,Jqz,10.35,1,Znd,Zli,Gupc,Bhox,No,Vegan,Not Available,True,False,True,1,Yes,Air Canada,0
1,9167,2023-01-19 18:18:42,2023-03-27 08:23:36,23:56:26,19:52:13,Blak,Mymzr,Jch,Economy,193.56,Extra Baggage,0,Pending,Mf,D,Ilt,10.48,0,Iwb,Uwh,Rmju,Qual,Yes,No Meal,Available,False,True,True,1,Yes,American Airline,4
13,2556,2023-05-30 18:57:40,2023-07-19 10:27:35,14:30:01,20:05:22,Bqfb,Stavl,Xqx,Economy,731.83,Extra Baggage,0,Pending,Zw,D,Awl,5.72,2,Iur,Irq,Tnen,Dopq,No,Non-Vegetarian,Not Available,True,True,True,0,No,British Airways,5
14,2151,2023-06-17 09:03:15,2023-05-06 02:31:59,05:50:27,21:17:00,Bcbr,Bdetv,Kyp,First,364.92,No Extras,0,Pending,Os,D,Izd,9.7,2,Zmw,Vcb,Lxrg,Bvmk,No,Vegan,Available,False,False,False,2,No,Lufthansa,6
2,6314,2023-11-06 23:46:39,2023-01-03 07:06:42,23:17:25,05:56:58,Bxxm,Zjvyy,Uku,Economy,348.6,No Extras,0,Pending,Pz,B,Iqk,11.52,2,Fid,Ycs,Xatm,Xcex,No,Vegetarian,Available,False,True,False,1,No,Delta Air Lines,6
